Datetime,BTC-USD_close,LTC-USD_close,ETH-USD_close,BCH-USD_close
2020-10-09 00:00:00+01:00,10903.3662109375,47.2153434753418,351.3736572265625,233.27626037597656
2020-10-09 00:02:00+01:00,10903.166015625,47.215728759765625,351.3656311035156,233.2698974609375
2020-10-09 00:03:00+01:00,10903.5283203125,47.21583557128906,351.36676025390625,233.2714080810547
2020-10-09 00:04:00+01:00,10903.3759765625,47.21597671508789,351.3673400878906,233.2711181640625
2020-10-09 00:05:00+01:00,10903.9755859375,47.270843505859375,351.5730895996094,233.5050048828125
2020-10-09 00:06:00+01:00,10904.2978515625,47.28004837036133,351.5572814941406,233.51461791992188
2020-10-09 00:07:00+01:00,10904.26953125,47.28075408935547,351.56195068359375,233.51849365234375
2020-10-09 00:08:00+01:00,10904.38671875,47.280860900878906,351.5626220703125,233.5186309814453
2020-10-09 00:09:00+01:00,10904.38671875,47.280860900878906,351.56292724609375,233.51817321777344
2020-10-09 00:10:00+01:00,10902.724609375,47.255523681640625,,233.0535430908203
2020-10-09 00:11:00+01:00,10902.029296875,47.252315521240234,351.119873046875,232.9535675048828
2020-10-09 00:12:00+01:00,10901.9443359375,47.25239944458008,351.1184997558594,232.9539031982422
2020-10-09 00:13:00+01:00,10901.9443359375,47.25239944458008,351.1176452636719,232.9539337158203
2020-10-09 00:14:00+01:00,10901.7900390625,47.252403259277344,351.1176452636719,232.9539337158203
2020-10-09 00:15:00+01:00,10902.4833984375,47.24470520019531,351.2679748535156,233.42601013183594
2020-10-09 00:16:00+01:00,10902.4296875,47.245697021484375,351.2607116699219,233.41171264648438
2020-10-09 00:17:00+01:00,10902.4296875,47.245697021484375,351.26129150390625,233.4115753173828
2020-10-09 00:18:00+01:00,10902.5234375,47.245670318603516,351.26129150390625,233.4115753173828
2020-10-09 00:19:00+01:00,10902.6552734375,47.24566650390625,351.26141357421875,233.41183471679688
2020-10-09 00:20:00+01:00,10902.19921875,47.264400482177734,,233.1806640625
2020-10-09 00:21:00+01:00,10901.8095703125,47.24504470825195,350.9056396484375,232.93411254882812
2020-10-09 00:22:00+01:00,10901.7685546875,47.24513626098633,350.9057312011719,232.93409729003906
2020-10-09 00:23:00+01:00,10901.767578125,47.24506759643555,350.9062194824219,232.93374633789062
2020-10-09 00:24:00+01:00,10901.478515625,47.24506378173828,350.9037780761719,232.93370056152344
2020-10-09 00:25:00+01:00,10901.3798828125,47.190162658691406,350.6715393066406,232.90284729003906
2020-10-09 00:26:00+01:00,10901.025390625,47.2170524597168,350.6012268066406,232.89572143554688
2020-10-09 00:27:00+01:00,10901.2939453125,47.21769332885742,350.60772705078125,232.89901733398438
2020-10-09 00:28:00+01:00,10901.3017578125,47.217689514160156,350.60699462890625,232.89901733398438
2020-10-09 00:29:00+01:00,10901.3017578125,47.217689514160156,350.60614013671875,232.899169921875
2020-10-09 00:30:00+01:00,10899.84765625,47.1936149597168,,232.89239501953125
2020-10-09 00:31:00+01:00,10899.8095703125,47.182350158691406,350.57342529296875,232.9404754638672
2020-10-09 00:32:00+01:00,10899.8359375,47.182376861572266,350.5736389160156,232.9405517578125
2020-10-09 00:33:00+01:00,10899.8359375,47.182376861572266,350.57281494140625,232.94061279296875
2020-10-09 00:35:00+01:00,10901.12890625,47.172386169433594,350.1826477050781,232.82879638671875
2020-10-09 00:36:00+01:00,10900.595703125,47.17367172241211,350.1737365722656,232.81483459472656
2020-10-09 00:37:00+01:00,10900.587890625,47.17353820800781,350.1756286621094,232.8131103515625
2020-10-09 00:38:00+01:00,10901.1455078125,47.17332077026367,350.1756286621094,232.8131103515625
2020-10-09 00:39:00+01:00,10900.91015625,47.173458099365234,350.1746826171875,232.81370544433594
2020-10-09 00:40:00+01:00,10900.92578125,47.190452575683594,350.24212646484375,232.9696807861328
2020-10-09 00:41:00+01:00,10901.1494140625,47.15909957885742,350.25970458984375,233.0550994873047
2020-10-09 00:42:00+01:00,10901.1865234375,47.15987014770508,350.264404296875,233.0587921142578
2020-10-09 00:43:00+01:00,10901.32421875,47.16059875488281,350.2644958496094,233.05886840820312
2020-10-09 00:44:00+01:00,10901.205078125,47.160430908203125,350.2657470703125,233.0615234375
2020-10-09 00:46:00+01:00,10910.8251953125,47.21692657470703,350.68707275390625,233.41123962402344
2020-10-09 00:47:00+01:00,10911.1552734375,47.21693801879883,350.6893310546875,233.41107177734375
2020-10-09 00:48:00+01:00,10911.1552734375,47.21689987182617,350.6889343261719,233.4108123779297
2020-10-09 00:49:00+01:00,10911.1552734375,47.21689987182617,350.6872253417969,233.4116668701172
2020-10-09 00:50:00+01:00,10893.26171875,47.15967559814453,350.53570556640625,233.247314453125
2020-10-09 00:51:00+01:00,10893.615234375,47.160682678222656,350.4827575683594,233.24563598632812
2020-10-09 00:52:00+01:00,10893.634765625,47.16059875488281,350.4837951660156,233.24583435058594
2020-10-09 00:53:00+01:00,10893.634765625,47.16059875488281,350.4837341308594,233.24578857421875
2020-10-09 00:54:00+01:00,10893.6328125,47.16059494018555,350.4837341308594,233.24578857421875
2020-10-09 00:55:00+01:00,10896.5498046875,47.208518981933594,,
2020-10-09 00:56:00+01:00,10915.58984375,47.2183837890625,350.7451171875,233.6306915283203
2020-10-09 00:57:00+01:00,10915.58203125,47.218387603759766,350.7661437988281,233.6222686767578
2020-10-09 00:58:00+01:00,10915.611328125,47.21839904785156,350.7661437988281,233.6222686767578
2020-10-09 00:59:00+01:00,10915.685546875,47.218379974365234,350.76617431640625,233.62193298339844
2020-10-09 01:00:00+01:00,10927.9130859375,47.2160530090332,351.1128845214844,234.0031280517578
2020-10-09 01:01:00+01:00,10929.298828125,47.217838287353516,351.17230224609375,234.06394958496094
2020-10-09 01:02:00+01:00,10929.33203125,47.21841812133789,351.1771240234375,234.06773376464844
2020-10-09 01:03:00+01:00,10929.2744140625,47.21846389770508,351.1775207519531,234.0682373046875
2020-10-09 01:04:00+01:00,10929.2041015625,47.21851348876953,351.1763000488281,234.06881713867188
2020-10-09 01:05:00+01:00,10929.8037109375,47.25785446166992,351.2585144042969,234.09913635253906
2020-10-09 01:06:00+01:00,10942.5380859375,47.24590301513672,351.2812194824219,234.10260009765625
2020-10-09 01:07:00+01:00,10942.5107421875,47.24588394165039,351.282958984375,234.1025848388672
2020-10-09 01:08:00+01:00,10942.486328125,47.24586868286133,351.2807922363281,234.1024169921875
2020-10-09 01:09:00+01:00,10942.486328125,47.24586868286133,351.27947998046875,234.10226440429688
2020-10-09 01:10:00+01:00,10925.05078125,47.19945526123047,351.0386962890625,233.8883819580078
2020-10-09 01:11:00+01:00,10925.0888671875,47.19581985473633,351.01446533203125,233.8435821533203
2020-10-09 01:12:00+01:00,10924.9521484375,47.19587707519531,351.014892578125,233.84375
2020-10-09 01:13:00+01:00,10924.9521484375,47.19587707519531,351.01483154296875,233.84359741210938
2020-10-09 01:14:00+01:00,10924.9375,47.19585037231445,351.01483154296875,233.84359741210938
2020-10-09 01:15:00+01:00,10930.43359375,47.16792297363281,351.0309143066406,233.9924774169922
2020-10-09 01:16:00+01:00,10930.3095703125,47.16345977783203,351.0243225097656,234.0180206298828
2020-10-09 01:17:00+01:00,10930.3173828125,47.16358184814453,351.0264587402344,234.01869201660156
2020-10-09 01:18:00+01:00,10930.5302734375,47.16359329223633,351.0264587402344,234.01869201660156
2020-10-09 01:19:00+01:00,10930.67578125,47.16361999511719,351.0268249511719,234.01901245117188
2020-10-09 01:20:00+01:00,10928.9716796875,47.119667053222656,350.8802795410156,234.3352813720703
2020-10-09 01:21:00+01:00,10928.7158203125,47.115753173828125,350.85345458984375,234.34852600097656
2020-10-09 01:22:00+01:00,10928.814453125,47.11560821533203,,234.34791564941406
2020-10-09 01:23:00+01:00,10928.6845703125,47.115631103515625,350.8534240722656,234.34796142578125
2020-10-09 01:24:00+01:00,10928.74609375,47.11558151245117,350.85198974609375,234.34776306152344
2020-10-09 01:25:00+01:00,10898.1005859375,47.01927185058594,349.9622802734375,233.82061767578125
2020-10-09 01:26:00+01:00,10897.0810546875,47.015316009521484,349.9129333496094,233.79335021972656
2020-10-09 01:27:00+01:00,10897.1337890625,47.01528549194336,349.91339111328125,233.79336547851562
2020-10-09 01:28:00+01:00,10897.2724609375,47.015350341796875,349.9140625,233.79356384277344
2020-10-09 01:29:00+01:00,10897.2724609375,47.015350341796875,349.9143371582031,233.79367065429688
2020-10-09 01:30:00+01:00,10890.1181640625,46.90879821777344,349.33270263671875,233.34393310546875
2020-10-09 01:31:00+01:00,10889.4677734375,46.90445327758789,349.2705078125,233.27139282226562
2020-10-09 01:32:00+01:00,10889.845703125,46.904541015625,349.2738952636719,233.27186584472656
2020-10-09 01:33:00+01:00,10889.845703125,46.904541015625,349.2729797363281,233.2718048095703
2020-10-09 01:34:00+01:00,10889.7109375,46.90450668334961,349.2729797363281,233.2718048095703
2020-10-09 01:35:00+01:00,10878.833984375,46.8854866027832,349.10467529296875,232.9393310546875
2020-10-09 01:36:00+01:00,10877.9296875,46.84022903442383,349.03155517578125,232.88583374023438
2020-10-09 01:37:00+01:00,10877.9296875,46.840240478515625,349.0321350097656,232.88587951660156
2020-10-09 01:38:00+01:00,10878.0244140625,46.840248107910156,349.0321350097656,232.88587951660156
2020-10-09 01:39:00+01:00,10878.0966796875,46.84022521972656,349.0322570800781,232.88587951660156
2020-10-09 01:40:00+01:00,10878.845703125,46.782920837402344,349.02142333984375,232.60015869140625
2020-10-09 01:41:00+01:00,10879.1884765625,46.78642272949219,349.0440368652344,232.54769897460938
2020-10-09 01:42:00+01:00,10879.173828125,46.786407470703125,349.0440368652344,232.54769897460938
2020-10-09 01:43:00+01:00,10879.09765625,46.786415100097656,349.0434875488281,232.54774475097656
2020-10-09 01:44:00+01:00,10879.33984375,46.78641128540039,349.0450439453125,232.54774475097656
2020-10-09 01:45:00+01:00,10880.88671875,46.78224182128906,349.2081298828125,232.525634765625
2020-10-09 01:46:00+01:00,10880.93359375,46.793701171875,349.2628173828125,232.53712463378906
2020-10-09 01:47:00+01:00,10880.8623046875,46.79076385498047,349.244384765625,232.52249145507812
2020-10-09 01:48:00+01:00,10880.9140625,46.79075241088867,349.2447814941406,232.5224151611328
2020-10-09 01:49:00+01:00,10880.9140625,46.79075241088867,349.24468994140625,232.5223846435547
2020-10-09 01:50:00+01:00,10886.8955078125,46.84502410888672,349.38623046875,232.5863800048828
2020-10-09 01:51:00+01:00,10887.193359375,46.84073257446289,349.4149169921875,232.58677673339844
2020-10-09 01:52:00+01:00,10887.2998046875,46.8407096862793,349.4154357910156,232.58682250976562
2020-10-09 01:53:00+01:00,10887.2998046875,46.8407096862793,349.4157409667969,232.58688354492188
2020-10-09 01:54:00+01:00,10887.3466796875,46.84072494506836,349.4157409667969,232.58688354492188
